user_id,education_type,program_title,institution_name,education_status,start_date,end_date,field_of_study
user_id,education_type,program_title,institution_name,education_status,start_date,end_date,field_of_study
ac0257a016db442eaa52247132447635,DIPLOMA,Acompañamiento y Abordaje Territorial de situaciones en contextos de violencia de gènero,UNRaf,COMPLETED,2021-05-15,,
82f0b7d3298b4b148a7c9854ab584019,TRAINING_COURSE,DERECHOS DE NIÑOS, NIÑAS Y ADOLESCENTES,Dirección de Derechos Humanos y Acceso a la Justicia. SCJM,COMPLETED,2020-09-02,,
44992ceffc0e4ee48f8b7c9aa99f37df,TRAINING_COURSE,Criterios de oportunidad y resolución alternativa de conflictos: La implementación parcial del nuevo CPPF,Ministerio Público de la Defensa de la Nación,COMPLETED,2020-10-05,,
f2ccf03e73c341e29ddc5569d751209b,UNIVERSITY_DEGREE,Abogacía,Facultad de Derecho de la Universidad Nacional de Cuyo,COMPLETED,2013-03-01,,
1a4d7f558ee741a7afc5b9c4dcf29b0a,TRAINING_COURSE,Mediadora,Centro de mediaciòn y capacitación Redes Alternativas ,COMPLETED,2022-08-01,,
82f0b7d3298b4b148a7c9854ab584019,TRAINING_COURSE,DERECHO PROCESAL PENAL,COLEGIO DE ABOGADOS DE MENDOZA,COMPLETED,2020-10-22,,
736990d309ff4dad805a652b205d9470,UNIVERSITY_DEGREE,Abogada,Universidad Marcelino Champagnat,COMPLETED,2007-03-01,,
28c0de61864d4eaeae5e501b18394fec,TRAINING_COURSE,Microsoft Excel - Avanzado,Servicio de Empleo Amia ,COMPLETED,2023-09-01,,
753a09bdf4c34225b3cb734e9d103790,POSTGRADUATE_DEGREE,ESPECIALIZACIÓN EN DERECHO CONSTITUCIONAL,UNIVERSIDAD CATÓLICA ARGENTINA,COMPLETED,2014-08-01,,
21e23e70abbc442ab2e583a6824c9f82,TECHNICAL_DEGREE,Abogacía,Universidad Nacional de Cuyo,COMPLETED,2016-04-01,,
49a857d2626041eaa09bb3ddef37498b,TECHNICAL_DEGREE,Abogado,Universidad Nacional de Cuyo,COMPLETED,2009-04-01,,
6b742e179c954d378ce96d9d9cd2f63d,TRAINING_COURSE,SEMINARIO DERECHO Y SALUD,universidad nacional de cuyo,COMPLETED,2023-03-03,,
e4b0fb2220634e3db700e9b86afeaaff,TRAINING_COURSE,Seminario Niños, niñas y adolescentes en conflicto con la Ley Penal ,Universidad Nacional de Cuyo . Facultad de derecho. ,IN_PROGRESS,2025-06-11,,
ac74225f0dfb4137bc03f9e66101a34f,UNIVERSITY_DEGREE,ABOGADA,UNIVERSIDAD CATOLICA DE SALTA,COMPLETED,2012-03-01,,
6baafe1c592542b3834b997509390e04,TRAINING_COURSE,“Jornada interdisciplinaria sobre la mujer y el niño por nacer, su protección y el debate actual”,Colegio Público de Abogados y Procuradores. Segunda Circunscripción Judicial de Mendoza - Asociación Nomos,COMPLETED,2018-06-08,,
2c83752d0f2b4da6862f2f22a9c7d8ca,UNIVERSITY_DEGREE,Abogado,Universidad Empresarial Siglo 21,COMPLETED,2012-12-29,,
e4b0fb2220634e3db700e9b86afeaaff,POSTGRADUATE_DEGREE,Especialización en Derecho de las Familias 2024/2025,Universidad Nacional de Cuyo . Facultad de derecho.,IN_PROGRESS,2024-03-01,,
ac0257a016db442eaa52247132447635,DIPLOMA,Derechos Humanos y Prevención de la Violencia Institucional,UNTREF,COMPLETED,2023-09-18,,
3e79c90373bd4303b5f22de3331c4122,UNIVERSITY_DEGREE,Intercambio de movilidad estudiantil,Universidad de Jaen - España,COMPLETED,2020-01-29,,
1142e4983f1c435c82698512b0083fd7,TRAINING_COURSE,Protección Posesoria,Facultad de Derecho UBA,COMPLETED,2023-04-01,,
736990d309ff4dad805a652b205d9470,POSTGRADUATE_DEGREE,Especialista en Magistratura y Gestión Judicial,Universidad Nacional de Cuyo,COMPLETED,2019-03-03,,
7136b41f3e9b422e97d1ba0a31ba8bc6,DIPLOMA,Diplomatura en Derecho Procesal y Defensa del Estado,Escuela del Cuerpo de Abogados del Estado,COMPLETED,2015-08-01,,
1142e4983f1c435c82698512b0083fd7,POSTGRADUATE_DEGREE,Especialista en Ciencias Penales,Universidad de Mendoza,COMPLETED,2017-03-01,,
ac74225f0dfb4137bc03f9e66101a34f,TRAINING_COURSE,“Taller de litigación oral”,COLEGIO PUBLICO DE ABOGADOS Y PROCURADORES DE LA SEGUNDA CIRCUNSCRIPCION DE MENDOZA,COMPLETED,2018-06-13,,
7136b41f3e9b422e97d1ba0a31ba8bc6,UNIVERSITY_DEGREE,Abogado,Universidad Nacional de La Plata,COMPLETED,2004-03-01,,
